formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
LiGaPt,-0.63746902,13.8193675,932.6666667,128.6666667,1.3,1.69,0.333333333,6.333333333,17.835,12.985
Mg14AlGa,0.002618825,21.93844259,884.89875,138.5625,0.5,1.36,0.125,0.625,3.966666667,10.35333333
Mg14CdGa,-0.00773932,22.28101565,863.695625,140,0.5,1.365,0.0625,1.25,3.446666667,10.38583333
Mg14GaSn,-0.02443845,22.48523951,858.124375,139.6875,0.65,1.381875,0.1875,1.25,3.706666667,10.36958333
GaCu4Ni15,-0.025205472,11.09702815,1582.6995,125.5,0.1,1.903,0.05,8.5,1.97,6.736
Ca3(InGa2)2,-0.561470509,23.93795951,601.7933333,144.4444444,0.81,1.533333333,0.666666667,6.666666667,17.61333333,14.33111111
Mg14CdGa,-0.003838317,22.39862108,863.695625,140,0.5,1.365,0.0625,1.25,3.446666667,10.38583333
Sr2LiGa,-0.215302563,31.80661487,714.15,160,0.86,1.1725,0.25,2.5,17.43,20.88875
LiMgAu2,-0.579204355,16.16339656,1012.8375,135.25,1.56,1.8425,0,5,18.535,11.67541667
Li2MgIn,-0.216344615,18.28450559,565.0325,134.75,0.8,1.2625,0.25,2.5,14.685,17.27166667
LiZnPt2,-0.586664303,13.39057694,1307.2925,130.5,1.3,1.7975,0,7,18.51833333,10.78791667
LiInAu2,-0.458102387,17.51748853,889.525,135.5,1.56,1.96,0.25,7.5,18.535,11.39625
LiAl2Ir,-0.814377892,13.46277304,1264.9075,127.75,1.22,1.6,0.5,1.75,17.535,11.38375
LiZnPd2,-0.587634211,13.42998255,1200.6175,132,1.22,1.7575,0,7.5,19.535,9.937916667
Li3Tl2Cd,-0.274785015,19.46514643,518.215,136.3333333,0.71,1.311666667,0.333333333,5,17.015,15.90416667
LiHg2Pd,-0.313890302,17.69064084,687.595,132.75,1.22,1.795,0,7.5,19.535,9.96375
Na2LiAu3,-0.469874899,19.15371053,867.9033333,144.6666667,1.61,1.743333333,0,5,18.535,14.9925
Li2PdPb,-0.436553587,16.94250672,834.01,135.25,1.35,1.6225,0.5,5,19.535,15.11625
LiAlAu2,-0.581746309,15.15030159,1015.455,130.25,1.56,1.9175,0.25,5,18.535,10.68375
LiGaIr,-0.481180654,12.83201088,1165.2,130.3333333,1.22,1.663333333,0.333333333,5.666666667,16.735,13.35166667
LiMg2Zn,-0.122345653,17.66146872,748.0925,133,0.67,1.3125,0,2.5,18.51833333,12.92125
LiMgAg2,-0.22726054,16.75763481,961.6375,139.75,0.95,1.5375,0,5,17.345,12.27041667
Li2MgHg,-0.269680024,18.03725216,516.175,132.25,1.02,1.3175,0,2.5,18.975,16.19916667
Li2SnPt,-0.65210449,15.6633232,863.465,132.75,1.3,1.55,0.5,4.75,17.835,15.5575
LiInAg2,-0.230211929,17.72072401,838.325,140,0.95,1.655,0.25,7.5,17.345,11.99125
Li2MgPb,-0.256097673,20.03089996,607.7475,135.75,1.35,1.4,0.5,2.5,17.34,16.60791667
Li2CuSn2,-0.310138366,18.7768905,655.062,133.2,0.98,1.556,0.8,6,18.185,13.788
Li2MgAg,-0.174071358,17.96384493,766.3275,135.5,0.95,1.3,0,2.5,17.345,16.60666667
Mg3InAg4,-0.181988365,18.3649908,1017.30875,143.125,0.62,1.67875,0.125,6.25,3.776666667,8.73875
Ca2Zn3Ag,-0.305917127,21.26671192,923.8283333,143.8333333,0.93,1.48,0,6.666666667,19.91666667,12.65111111
LiAl2Ir,-0.814377892,13.46277304,1264.9075,127.75,1.22,1.6,0.5,1.75,17.535,11.38375
LiAl2Pd,-0.666660454,13.86743318,1037.17,127.25,1.22,1.6,0.5,2.5,19.535,10.68375
Na2LiAu3,-0.469874899,19.15371053,867.9033333,144.6666667,1.61,1.743333333,0,5,18.535,14.9925
LiMgHg2,-0.300294601,19.29096063,461.3325,133.25,1.02,1.5725,0,5,18.975,11.45541667
LiZnAg2,-0.161002965,15.18881101,904.0575,135,0.95,1.6225,0,7.5,18.51833333,11.03291667
LiSnRh2,-0.566536155,14.5399485,1358.1925,137.75,1.3,1.875,0.5,6.5,17.275,12.14875
LiGa2Rh,-0.550842277,13.54768898,824.1275,128.5,1.3,1.72,0.5,7,16.215,12.29375
LiMg2Ir,-0.339763441,15.69875884,1259.6725,137.75,1.22,1.45,0,1.75,16.735,13.36708333
LiCa2Al,-0.158353437,27.64782246,904.29,150.25,0.63,1.1475,0.25,0,18.93333333,20.65041667
LiIn2Pd,-0.519555554,17.6317888,785.31,137.75,1.22,1.685,0.5,7.5,19.535,12.10875
LiGa2Pt,-0.619426315,14.18963016,775.2275,127,1.3,1.72,0.5,7.25,17.835,11.76875
LiMg2Rh,-0.364491183,15.88633571,1134.1725,138,1.3,1.47,0,2,15.735,13.61708333
LiMg2Hg,-0.241065379,18.89837517,633.5025,135.5,1.02,1.4,0,2.5,18.975,12.80708333
LiSn4Ir,-0.305720986,20.85422961,868.835,137.5,1.22,1.836666667,1.333333333,7.833333333,17.275,10.02916667
LiTlPd2,-0.414281964,16.20011436,1171.6975,137.75,1.22,1.75,0.25,7.5,19.535,10.37125
Ca2Pb,-0.550938993,32.68908796,943.5366667,166,1.33,1.443333333,0.666666667,3.333333333,18.73833333,19.48722222
PbAu2,-0.070326642,21.66197483,1091.756667,139.3333333,0.21,2.47,0.666666667,10,1.195,6.198333333
PdPb2,-0.20799519,23.6980547,1009.756667,143.6666667,0.13,2.286666667,1.333333333,10,2.195,6.263333333
Sr2Pb,-0.689152001,39.20979881,900.2033333,178.6666667,1.38,1.41,0.666666667,3.333333333,18.555,19.365
PtPb,-0.311851535,22.39579887,1321.005,141,0.05,2.305,1,9.5,0.495,6.7475
LiPb,-0.271878762,21.92367535,527.15,137,1.35,1.655,1,5,17.34,15.665
Pd3Pb,-0.30311033,16.97007732,1521.19,140.75,0.13,2.2325,0.5,10,2.195,5.34875
NaPb,-0.269950955,31.14315378,485.74,156,1.4,1.63,1,5,17.115,15.5525
CaPb,-0.52088223,29.43303363,857.805,161,1.33,1.665,1,5,18.73833333,16.36416667
NaPb3,-0.169211727,29.36534399,543.175,151,1.4,1.98,1.5,7.5,17.115,11.27375
PdPb,-0.267064973,20.97175732,1214.33,142.5,0.13,2.265,1,10,2.195,5.8975
CaPb3,-0.290333107,29.72880949,729.2075,153.5,1.33,1.9975,1.5,7.5,18.73833333,11.67958333
Mg2Pb,-0.036373903,26.52924791,815.5366667,142.6666667,1.02,1.65,0.666666667,3.333333333,3.771666667,9.509444444
RhPb,-0.136691917,21.04737228,1418.805,144,0.05,2.305,1,9,1.605,7.7975
SrPb,-0.701182395,36.60547693,825.305,170.5,1.38,1.64,1,5,18.555,16.2725
Li8Pb3,-0.32789254,18.74497224,493.7590909,132.9090909,1.35,1.348181818,0.545454545,2.727272727,17.34,19.60590909
SrPb3,-0.424018612,31.34050461,712.9575,158.25,1.38,1.985,1.5,7.5,18.555,11.63375
Li7Pb2,-0.318260437,18.17957691,486.3388889,132,1.35,1.28,0.444444444,2.222222222,17.34,20.48166667
Pb2Au,-0.089213313,26.26798795,846.1833333,142.6666667,0.21,2.4,1.333333333,10,1.195,6.596666667
Li2AgPb,-0.265067092,18.65006146,685.73,136.75,1.35,1.555,0.5,5,17.345,15.66375
NaMgPb2,-0.111020624,26.18911293,623.7725,149.75,1.4,1.725,1,5,17.115,12.21666667
LiRh2Pb,-0.237758358,15.45549522,1382.075,139.5,1.35,1.9675,0.5,6.5,17.34,12.1325
Li2PdPb,-0.436553587,16.94250672,834.01,135.25,1.35,1.6225,0.5,5,19.535,15.11625
MgRh2Pb,-0.315811041,16.42050247,1499.4025,142.75,1.02,2.05,0.5,6.5,3.771666667,8.740416667
SrHg2Pb,-0.403781776,28.2566779,529.8125,151.25,1.38,1.82,0.5,7.5,20.19,10.81625
SrCdPb,-0.394929002,30.93631365,748.2766667,161.6666667,1.38,1.656666667,0.666666667,6.666666667,18.555,13.28833333
LiMgSnPt,-0.658418388,16.6633299,980.7925,136,1.3,1.6325,0.5,4.75,17.835,12.16541667
Mg2Ni,0.071633668,18.84907826,1191.333333,135.3333333,0.6,1.51,0,2.666666667,3.966666667,9.444444444
Mg2Sn,0.062938983,23.21344585,783.6933333,140.3333333,0.65,1.526666667,0.666666667,3.333333333,3.706666667,9.531111111
Tl4Pd15Pb,-0.223479932,17.2664169,1516.468,140.55,0.71,2.0905,0.3,10,2.75,5.45975
NaPd2Pb,-0.255437997,18.18661581,1156.895,147.5,1.4,1.915,0.5,7.5,19.31,10.17625
Li2MgPb,-0.227595613,19.13521883,607.7475,135.75,1.35,1.4,0.5,2.5,17.34,16.60791667
Mg16Al12Pb,0.017131569,20.49303548,916.2155172,132.8965517,1.02,1.469310345,0.482758621,0.344827586,3.966666667,8.995229885
Li2CdPb,-0.230008844,20.03993255,525.5525,136.5,1.35,1.495,0.5,5,17.34,15.74625
CuRh2Pb,-0.034997475,15.40288388,1608.095,140.5,0.43,2.1975,0.5,9,2.45,7.58625
In2SnPb,0.033704318,28.96489793,491.2975,142.25,0.55,1.9625,1.5,10,2.655,8.33875
Na2HgPb,-0.23431649,29.37671142,394.1675,152.5,1.4,1.5475,0.5,5,18.75,15.14375
Mg30Al24Ag19,-0.032273762,19.39056537,1007.629452,135.4657534,0.62,1.57,0.328767123,2.602739726,3.966666667,8.479589041
Sr2LiGa,-0.215302563,31.80661487,714.15,160,0.86,1.1725,0.25,2.5,17.43,20.88875
Sr4In17Au15,-0.378770838,24.11118143,876.825,145.3888889,1.59,2.004444444,0.472222222,8.888888889,19.75,9.8125
SrCuBi,-0.613110853,28.23984931,984.0566667,158.3333333,1.07,1.623333333,1,6.666666667,25.15,10.7
Sr2BiAu,-0.954974774,31.77067775,995.4325,168.5,1.59,1.615,0.75,5,25.15,14.325
Sr(TlHg)2,-0.262395863,30.14611008,534.528,149.8,1.05,1.638,0.4,8,20.19,10.274
SrInPt,-0.761655913,24.59315025,1173.716667,157.6666667,1.33,1.67,0.333333333,6.333333333,19.05,13.9
NaInSn2,-0.214260407,30.02897572,452.695,146.5,1.03,1.6575,1.25,7.5,17.05,11.97
LiCa2In,-0.383010117,28.71612501,778.36,155.5,0.8,1.19,0.25,2.5,16.08333333,21.36291667
In(GaAu)2,-0.270310317,20.21951561,742.046,131.6,0.76,2.096,0.6,10,3.85,7.498
Sr2InPt2,-0.810996514,25.26317375,1322.51,160.8,1.33,1.648,0.2,5.6,19.05,14.75
Ca2InPd2,-0.76017585,23.07107181,1263.17,154.4,1.2,1.636,0.2,6,20.93333333,14.14333333
Sr2InPd2,-0.664488183,25.78872758,1237.17,162,1.25,1.616,0.2,6,20.75,14.07
CaInRh,-0.612339487,21.90862897,1260.583333,153.3333333,1.28,1.686666667,0.333333333,6,17.13333333,14.66111111
CaInAu,-0.767971781,23.98712151,960.6933333,151.3333333,1.54,1.773333333,0.333333333,6.666666667,19.93333333,13.72777778
SrLiMg6,0.053786116,26.37213765,880.21125,146.125,0.36,1.22375,0,0,14.78333333,14.310625
SrMg6Cd,0.041481196,26.15564089,897.7775,148.125,0.74,1.3125,0,1.25,18.23,12.18375
SrMg14Bi,0.006762836,24.95087195,907.275,144.8125,1.07,1.331875,0.1875,0.625,25.15,11.04270833
Sr2LiPt,-0.404384297,27.6813994,1148.7725,163.5,1.33,1.29,0,2.25,19.05,20.48375
SrMg6Ga,0.012054702,25.91761752,861.36375,145.375,0.86,1.3275,0.125,1.25,17.43,12.28375
Sr2CuPt,-0.396272736,25.92218964,1374.7925,164.5,1.33,1.52,0,4.75,19.4,15.9375
SrMg6Cd,0.046023236,26.0293139,897.7775,148.125,0.74,1.3125,0,1.25,18.23,12.18375
SrLiMg6,0.060539708,26.25730812,880.21125,146.125,0.36,1.22375,0,0,14.78333333,14.310625
SrMg14Ni,0.082356307,23.29279749,981.25,143.3125,0.96,1.325,0,0.5,18.75,11.44270833
SrMg6Zn,0.066486353,25.29210236,910.085,145.375,0.7,1.3075,0,1.25,19.73333333,11.99583333
SrMg6Ga,0.030924935,25.32934688,861.36375,145.375,0.86,1.3275,0.125,1.25,17.43,12.28375
NaSrMg6,0.096997795,27.69726004,869.85875,150.875,0.38,1.2175,0,0,14.78333333,14.2825
NaSrMg6,0.097217362,27.80799678,869.85875,150.875,0.38,1.2175,0,0,14.78333333,14.2825
SrCaMg6,0.055781859,28.73537248,962.875,152.125,0.36,1.22625,0,0,14.96666667,14.48541667
Li2CdIn,-0.356341811,18.92363658,482.8375,135.5,0.8,1.3575,0.25,5,17.015,16.41
Li2MgCd,-0.165717323,18.98679858,606.15,135.25,0.71,1.24,0,2.5,17.015,16.68916667
CdSnAu,-0.195652367,23.52853498,812.21,139.6666667,0.85,2.063333333,0.666666667,10,1.52,6.726666667
Na2CdPb,-0.132594956,24.91574702,484.1425,155.5,1.4,1.47,0.5,5,17.115,15.63375
SrCdPt,-0.664173501,24.3901812,1228.54,158.3333333,1.33,1.64,0,6.333333333,19.05,13.12333333
Cd2AgPt,-0.174336393,17.93108487,1116.1925,142.25,0.59,1.8975,0,9.75,0.82,7.0325
Ca2CdIn,-0.412268204,28.07140356,813.4925,159.5,0.78,1.3675,0.25,5,18.41333333,17.10916667
LiCd2Rh,-0.283306772,16.64977573,969.7825,139.5,1.3,1.66,0,7,17.015,11.89375
LiCdPd2,-0.436040726,15.50420304,1176.0025,137.5,1.22,1.7675,0,7.5,19.535,10.31375
Sr21(Cd2Bi9)2,-0.826027756,36.38340208,795.9553488,170.5813953,1.07,1.466744186,1.255813953,5.11627907,25.15,13.32627907
Cd2AgRh,-0.093717676,17.43879416,1165.0925,143.75,0.59,1.8975,0,9.5,1.61,7.5575
Cd2AgAu,-0.151908939,18.84642663,940.175,142.25,0.85,1.9625,0,10,1.52,6.8575
Na4CaSn6,-0.290654025,29.30038006,511.7236364,152.1818182,1.03,1.498181818,1.090909091,5.454545455,18.67333333,14.95757576
Ca2InHg,-0.585514224,27.64715517,723.5175,156.5,1,1.445,0.25,5,20.37333333,16.61916667
Ca2Zn3Ag,-0.305917127,21.26671192,923.8283333,143.8333333,0.93,1.48,0,6.666666667,19.91666667,12.65111111
CaPdPb,-0.619682019,24.50021222,1181.22,153.6666667,1.33,1.843333333,0.666666667,6.666666667,20.93333333,12.50944444
Ca2CdHg,-0.439013756,27.12376079,764.635,157,1,1.4225,0,5,20.37333333,16.03666667
CaGaSn,-0.499756008,25.69075405,640.9966667,145.6666667,0.96,1.59,1,6.666666667,18.67333333,13.63777778
CaMg2Ni9,-0.15754397,13.33974786,1542.75,131.1666667,0.91,1.734166667,0,6,18.93333333,9.038888889
Ca2ZnPb,-0.447269045,27.32010885,880.8225,155,1.33,1.495,0.5,5,19.91666667,16.06958333
CaSn2Ir,-0.581363195,22.35827082,1216.04,148.75,1.2,1.78,1,6.75,18.67333333,11.86333333
CaZn3Ni2,-0.315994454,15.43741403,1108.173333,131.6666667,0.91,1.628333333,0,7.666666667,19.91666667,9.463888889
CaAlPt,-1.040275555,19.93112009,1363.29,144.3333333,1.28,1.63,0.333333333,3,19.23333333,13.01111111
CaMgCd2,-0.234066649,23.95453632,806.61,151.25,0.69,1.4225,0,5,18.41333333,12.785
CaIn2Pd,-0.707691561,22.8747379,950.6375,149.75,1.2,1.69,0.5,7.5,20.93333333,12.45833333
CaCdAu2,-0.557172812,21.15236941,1095.97,148,1.54,1.9425,0,7.5,19.93333333,11.16333333
CaGa2Ni,-0.505523482,17.98334774,862.205,136,0.91,1.6325,0.5,7,18.93333333,12.19333333
CaSnPd,-0.806151604,22.71910068,1149.376667,151.3333333,1.2,1.72,0.666666667,6.666666667,20.93333333,12.53111111
CaSn2Pd,-0.66631317,23.36355118,988.3025,148.25,1.2,1.78,1,7.5,20.93333333,11.16333333
CaMgSn,-0.542887715,26.93786253,847.6933333,152,0.96,1.423333333,0.666666667,3.333333333,18.67333333,14.52
CaCdSn,-0.487043261,26.58681412,738.1,153,0.96,1.55,0.666666667,6.666666667,18.67333333,13.37111111
LiCaBi,-0.950248242,26.28425784,704.3633333,150.6666667,1.04,1.333333333,1,3.333333333,25.33333333,16.82277778
CaIn2Pt,-0.819842309,22.76295057,1003.975,149,1.28,1.71,0.5,7.25,19.23333333,12.88333333
CaGa3Ni2,-0.481856872,16.15035706,913.2883333,131.6666667,0.91,1.708333333,0.5,7.666666667,18.93333333,10.61555556
CaCdHg2,-0.359142819,23.85678717,544.465,146,1,1.6725,0,7.5,20.37333333,10.94333333
LiMg6Cu,0.024314477,20.05180873,918.6825,138.25,0.92,1.3425,0,1.25,18.185,11.885625
NaLiMg6,0.057642985,23.58316896,795.32,142.5,0.38,1.22125,0,0,13.56833333,14.130625
LiMg14Ni,0.038665605,21.14445099,943.980625,139.125,0.93,1.326875,0,0.5,17.535,11.36677083
LiMg6Sn,-0.05330026,22.44359138,812.09625,139.125,0.98,1.35,0.25,1.25,17.275,11.999375
LiTl,-0.17654025,22.58354896,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
Tl3Cd,0.083450475,30.01798946,581.305,144.75,0.07,1.6375,0.75,10,0.23,7.4925
MgTl3,0.076251679,28.72358788,663.5,144,0.31,1.5425,0.75,7.5,3.216666667,8.354166667
LiTl,-0.164842579,23.00428905,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
TlBi3,0.08280017,31.91361149,552.55,147.25,0.4,1.92,2.5,10,7.15,2.1875
TlAu3,0.077672596,20.25208192,1147.2475,138.25,0.92,2.31,0.25,10,1.75,6.2375
Tl3Ga,0.097246366,29.14666021,508.4775,139.25,0.19,1.6675,1,10,0.57,7.6925
Tl3Ag,0.107439083,27.82294755,741.4825,145,0.31,1.6975,0.75,10,0.56,7.41
NaTl2,-0.012088408,31.94610983,508.29,152,0.69,1.39,0.666666667,6.666666667,16.56,13.07
Tl3Ag,0.109451091,27.88977993,741.4825,145,0.31,1.6975,0.75,10,0.56,7.41
TlBi,0.090246185,31.80142816,560.7,146.5,0.4,1.82,2,10,7.15,3.975
TlAu3,0.105861316,20.24054219,1147.2475,138.25,0.92,2.31,0.25,10,1.75,6.2375
Tl3Zn,0.13085038,28.11572656,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
TlSn,0.132717165,28.94110973,541.04,142,0.34,1.79,1.5,10,0.49,7.305
Tl3Zn,0.132770092,28.03879518,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
TlSn,0.13571183,28.96264383,541.04,142,0.34,1.79,1.5,10,0.49,7.305
Tl3Zn,0.135953545,27.66509344,605.92,139.25,0.03,1.6275,0.75,10,1.733333333,7.116666667
TlRh3,0.145699608,16.1454994,1822,142.75,0.66,2.115,0.25,8.5,1.05,8.3375
LiTl,-0.07944834,25.22295272,515.345,136.5,0.64,1.3,0.5,5,16.785,15.9425
TlZn3,0.185411122,20.03524505,663.76,127.75,0.03,1.6425,0.25,10,1.733333333,6.25
Tl3Pt,0.11888591,25.80646092,943.1,142.75,0.66,1.785,0.75,9.75,1.05,7.2875
TlSn3,0.207345323,28.71167471,523.06,140.5,0.34,1.875,1.75,10,0.49,7.1825
TlNi,0.228041293,19.02756832,1152.5,134.5,0.29,1.765,0.5,9,0.75,7.175
Al3Tl,0.284703617,20.63833721,844.3525,127,0.01,1.6125,1,2.5,0.75,6.9875
Tl3Cu,0.286394302,26.23838408,772.1925,141.75,0.28,1.69,0.75,10,1.4,7.2
Tl3Cu,0.28996938,26.05898054,772.1925,141.75,0.28,1.69,0.75,10,1.4,7.2
Mg5In2,-0.048919248,22.79557084,782.0714286,141.2857143,0.47,1.444285714,0.285714286,2.857142857,1.116666667,10.44761905
Mg2Ag,-0.127149554,19.97481226,1026.976667,142.3333333,0.62,1.516666667,0,3.333333333,3.776666667,9.507777778
Mg3Zn,-0.026333485,19.52975347,865.42,136.25,0.34,1.395,0,2.5,4.95,9.529166667
Li3Mg5,-0.028067602,21.10471188,747.00875,136.125,0.33,1.18625,0,0,13.56833333,15.85479167
LiMg,-0.025355513,20.63463565,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Mg3Hg,-0.105150789,21.50594869,750.83,138.75,0.69,1.4825,0,2.5,5.406666667,9.415
Li2Mg,-0.007668321,21.17669022,610.1266667,132.3333333,0.33,1.09,0,0,13.56833333,19.81222222
Mg2Ag,-0.126170589,19.13682623,1026.976667,142.3333333,0.62,1.516666667,0,3.333333333,3.776666667,9.507777778
LiMg2,-0.028244119,21.19366432,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Mg3Al,0.021869511,20.54709805,925.6175,136,0.3,1.385,0.25,0,3.966666667,9.775
Mg2Cd,-0.037900705,21.29266659,813.4066667,142,0.38,1.436666667,0,3.333333333,3.446666667,9.617777778
MgIn3,-0.010315541,24.37050348,553.0625,141.75,0.47,1.6625,0.75,7.5,1.116666667,9.929166667
Ca5Mg,-0.001449811,39.59511545,1083,170.1666667,0.31,1.051666667,0,0,14.96666667,23.23888889
LiMg2,-0.027757741,21.51502883,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
LiMg3,-0.013500748,21.92090046,805.6725,137.75,0.33,1.2275,0,0,13.56833333,14.15875
MgGa5,-0.039031807,18.23683112,406.2583333,125.1666667,0.5,1.726666667,0.833333333,8.333333333,2.646666667,8.561111111
Mg5Pb,0.010349071,23.3580988,869.2683333,141.8333333,1.02,1.48,0.333333333,1.666666667,3.771666667,10.13805556
LiMg2,-0.027171891,21.31554798,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Mg5Hg,-0.059197021,21.52496902,808.22,139.5,0.69,1.425,0,1.666666667,5.406666667,9.865555556
Mg3Cd,-0.02153609,21.6132423,840.805,141.75,0.38,1.405,0,2.5,3.446666667,9.905
MgCd,-0.065275533,21.04504381,758.61,142.5,0.38,1.5,0,5,3.446666667,9.043333333
LiMg,-0.022810886,21.02777573,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
MgAg2,-0.144812888,17.68406167,1130.953333,143.6666667,0.62,1.723333333,0,6.666666667,3.776666667,8.248888889
MgZn5,-0.037178825,16.34485142,731.0666667,125.1666667,0.34,1.593333333,0,8.333333333,4.95,6.641666667
LiMg,-0.021892674,21.09763854,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Mg5Ag,-0.046216676,20.53250796,974.9883333,141.6666667,0.62,1.413333333,0,1.666666667,3.776666667,10.13722222
LiMg,-0.021480803,20.9216797,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg2,-0.024998696,21.39912553,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
MgCd,-0.063863256,20.94693296,758.61,142.5,0.38,1.5,0,5,3.446666667,9.043333333
Mg5Zn,-0.004514537,20.65136083,884.6133333,137.8333333,0.34,1.366666667,0,1.666666667,4.95,9.941666667
MgSn,-0.094394715,23.8975424,714.04,140,0.65,1.635,1,5,3.706666667,8.913333333
Mg3Bi,-0.080723014,24.0644667,828.35,142.75,0.71,1.4875,0.75,2.5,10.36666667,8.175
MgCu,-0.074831117,15.71159675,1140.385,136.5,0.59,1.605,0,5,4.616666667,8.458333333
MgIn3,-0.006489801,25.90139159,553.0625,141.75,0.47,1.6625,0.75,7.5,1.116666667,9.929166667
MgHg3,-0.067053698,23.636115,406.49,134.25,0.69,1.8275,0,7.5,5.406666667,6.711666667
Mg7Cd,0.006154627,21.77945687,881.9025,141.375,0.38,1.3575,0,1.25,3.446666667,10.33583333
LiMg2,-0.024159344,21.28497085,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Mg3Ga,-0.062135093,19.94141481,767.9775,136.25,0.5,1.435,0.25,2.5,2.646666667,10.105
MgSn,-0.093666037,23.99359798,714.04,140,0.65,1.635,1,5,3.706666667,8.913333333
MgCd3,-0.015478979,21.27903414,676.415,143.25,0.38,1.595,0,7.5,3.446666667,8.181666667
MgIn,-0.044165841,23.2420705,676.375,141.5,0.47,1.545,0.5,5,1.116666667,10.20833333
Mg2Cd,-0.033429723,21.13751038,813.4066667,142,0.38,1.436666667,0,3.333333333,3.446666667,9.617777778
MgPb2,0.014046464,27.7742454,708.0733333,144.3333333,1.02,1.99,1.333333333,6.666666667,3.771666667,8.252222222
MgCd2,-0.030387518,21.16210849,703.8133333,143,0.38,1.563333333,0,6.666666667,3.446666667,8.468888889
MgGa3,-0.068472044,17.94569107,457.9325,126.75,0.5,1.685,0.75,7.5,2.646666667,8.781666667
Mg5Ag,-0.043830756,20.60368759,974.9883333,141.6666667,0.62,1.413333333,0,1.666666667,3.776666667,10.13722222
Li2GaIr,-0.256075713,12.79478643,987.3225,129.75,1.22,1.4925,0.25,4.25,16.735,16.0975
Na34Cd6Ga92Cu7,-0.124215545,20.87887094,385.2302878,134.2158273,0.97,1.594100719,0.661870504,7.553956835,17.96,11.89748201
Mg2HgAu,-0.393065231,18.85423902,854.4125,137.5,1.23,1.79,0,5,5.406666667,8.173333333
Li2MgAg,-0.174071358,17.96384493,766.3275,135.5,0.95,1.3,0,2.5,17.345,16.60666667
Mg3InAg4,-0.181988365,18.3649908,1017.30875,143.125,0.62,1.67875,0.125,6.25,3.776666667,8.73875
LiMgIn2,-0.161156135,21.29523999,559.0475,138.25,0.8,1.4625,0.5,5,14.685,13.60041667
SrMgIn3,-0.292186543,27.96622454,652.45,152.4,0.83,1.52,0.6,6,15.9,13.05333333
Li2MgAu,-0.43108272,16.31490363,791.9275,133.25,1.56,1.4525,0,2.5,18.535,16.30916667
Mg8Ni3Pd,-0.239644415,17.57207154,1199.670833,136.5833333,0.89,1.534166667,0,2.833333333,5.966666667,9.277777778
Mg17Al11Ga,-0.018105307,20.10689184,905.5889655,132.7586207,0.5,1.441034483,0.413793103,0.344827586,3.966666667,9.170804598
CaMg2Ni9,-0.15754397,13.33974786,1542.75,131.1666667,0.91,1.734166667,0,6,18.93333333,9.038888889
MgZn2Rh,-0.332006191,14.42120157,1136.34,131.75,0.97,1.7225,0,7,4.95,7.75
Al4Ni15Sn,-0.374563563,11.70447064,1507.948,124.15,0.35,1.8525,0.3,6.5,0.26,6.813
CaIn4Ni,-0.270970592,22.46617991,760.3333333,144.6666667,0.91,1.671666667,0.666666667,8,18.93333333,11.85555556
Mg2NiRh,-0.33189341,14.14474894,1452.75,137,0.97,1.7025,0,4,3.966666667,9.233333333
MgAlNi2,-0.411823771,12.52703253,1328.1175,127.5,0.6,1.685,0.25,4,3.966666667,7.791666667
SrAl9Ni2,-0.372340576,18.10415972,1075.6025,127.6666667,0.96,1.605,0.75,1.333333333,18.75,8.3625
Li2CdPb,-0.230008844,20.03993255,525.5525,136.5,1.35,1.495,0.5,5,17.34,15.74625
Li2CdIn,-0.314233928,18.38467804,482.8375,135.5,0.8,1.3575,0.25,5,17.015,16.41
LiMg14Al,0.020634597,22.26025261,894.3225,138.9375,0.63,1.308125,0.0625,0,17.535,11.36677083
Li2BiAu,-0.447144234,21.76062111,697.2775,135,1.56,1.63,0.75,5,23.935,13.7175
Ca2PtAu,0.581746535,285.5027632,1402.1825,156,1.54,1.705,0,4.75,19.93333333,15.94166667
ZnNiAu2,1.399869693,210.0947292,1273.835,129.5,0.89,2.16,0,9.5,1,6.054166667
Ca2PbAu,0.879577135,364.4068361,1041.985,158.5,1.54,1.7175,0.5,5,19.93333333,16.06541667
Li2PtAu,0.953173304,191.3187422,1071.5275,132,1.56,1.695,0,4.75,18.535,15.2425
Zn2PtAu,1.174421733,196.6696754,1191.0225,129,0.89,2.03,0,9.75,0.7,5.983333333
Ca2SnAu,0.874506139,326.8046093,1018.1025,156.75,1.54,1.625,0.5,5,19.93333333,16.08166667
